rarity,level,slot,total_multiplier
Ancestral 2*,126,generator,1.46
Ancestral 2*,126,core,6.8
Ancestral 2*,127,cannon,4.823
Ancestral 2*,127,armor,4.823
Ancestral 2*,127,generator,1.467
Ancestral 2*,127,core,6.929
Ancestral 2*,128,cannon,4.931
Ancestral 2*,128,armor,4.931
Ancestral 2*,128,generator,1.473
Ancestral 2*,128,core,7.059
Ancestral 2*,129,cannon,5.039
Ancestral 2*,129,armor,5.039
Ancestral 2*,129,generator,1.48
Ancestral 2*,129,core,7.188
Ancestral 2*,130,cannon,5.147
Ancestral 2*,130,armor,5.147
Ancestral 2*,130,generator,1.486
Ancestral 2*,130,core,7.318
Ancestral 2*,131,cannon,5.255
Ancestral 2*,131,armor,5.255
Ancestral 2*,131,generator,1.492
Ancestral 2*,131,core,7.448
Ancestral 2*,132,cannon,5.363
Ancestral 2*,132,armor,5.363
Ancestral 2*,132,generator,1.499
Ancestral 2*,132,core,7.577
Ancestral 2*,133,cannon,5.471
Ancestral 2*,133,armor,5.471
Ancestral 2*,133,generator,1.505
Ancestral 2*,133,core,7.707
Ancestral 2*,134,cannon,5.579
Ancestral 2*,134,armor,5.579
Ancestral 2*,134,generator,1.512
Ancestral 2*,134,core,7.836
Ancestral 2*,135,cannon,5.687
Ancestral 2*,135,armor,5.687
Ancestral 2*,135,generator,1.518
Ancestral 2*,135,core,7.966
Ancestral 2*,136,cannon,5.795
Ancestral 2*,136,armor,5.795
Ancestral 2*,136,generator,1.525
Ancestral 2*,136,core,8.096
Ancestral 2*,137,cannon,5.903
Ancestral 2*,137,armor,5.903
Ancestral 2*,137,generator,1.531
Ancestral 2*,137,core,8.225
Ancestral 2*,138,cannon,6.011
Ancestral 2*,138,armor,6.011
Ancestral 2*,138,generator,1.538
Ancestral 2*,138,core,8.355
Ancestral 2*,139,cannon,6.119
Ancestral 2*,139,armor,6.119
Ancestral 2*,139,generator,1.544
Ancestral 2*,139,core,8.484
Ancestral 2*,140,cannon,6.227
Ancestral 2*,140,armor,6.227
Ancestral 2*,140,generator,1.551
Ancestral 2*,140,core,8.614
Ancestral 2*,141,cannon,6.357
Ancestral 2*,141,armor,6.357
Ancestral 2*,141,generator,1.559
Ancestral 2*,141,core,8.776
Ancestral 2*,142,cannon,6.486
Ancestral 2*,142,armor,6.486
Ancestral 2*,142,generator,1.568
Ancestral 2*,142,core,8.938
Ancestral 2*,143,cannon,6.616
Ancestral 2*,143,armor,6.616
Ancestral 2*,143,generator,1.577
Ancestral 2*,143,core,9.1
Ancestral 2*,144,cannon,6.746
Ancestral 2*,144,armor,6.746
Ancestral 2*,144,generator,1.585
Ancestral 2*,144,core,9.262
Ancestral 2*,145,cannon,6.875
Ancestral 2*,145,armor,6.875
Ancestral 2*,145,generator,1.594
Ancestral 2*,145,core,9.424
Ancestral 2*,146,cannon,7.005
Ancestral 2*,146,armor,7.005
Ancestral 2*,146,generator,1.603
Ancestral 2*,146,core,9.586
Ancestral 2*,147,cannon,7.134
Ancestral 2*,147,armor,7.134
Ancestral 2*,147,generator,1.611
Ancestral 2*,147,core,9.748
Ancestral 2*,148,cannon,7.264
Ancestral 2*,148,armor,7.264
Ancestral 2*,148,generator,1.62
Ancestral 2*,148,core,9.91
Ancestral 2*,149,cannon,7.394
Ancestral 2*,149,armor,7.394
Ancestral 2*,149,generator,1.629
Ancestral 2*,149,core,10.072
Ancestral 2*,150,cannon,7.523
Ancestral 2*,150,armor,7.523
Ancestral 2*,150,generator,1.637
Ancestral 2*,150,core,10.234
Ancestral 2*,151,cannon,7.653
Ancestral 2*,151,armor,7.653
Ancestral 2*,151,generator,1.646
Ancestral 2*,151,core,10.396
Ancestral 2*,152,cannon,7.782
Ancestral 2*,152,armor,7.782
Ancestral 2*,152,generator,1.654
Ancestral 2*,152,core,10.558
Ancestral 2*,153,cannon,7.912
Ancestral 2*,153,armor,7.912
Ancestral 2*,153,generator,1.663
Ancestral 2*,153,core,10.72
Ancestral 2*,154,cannon,8.042
Ancestral 2*,154,armor,8.042
Ancestral 2*,154,generator,1.672
Ancestral 2*,154,core,10.882
Ancestral 2*,155,cannon,8.171
Ancestral 2*,155,armor,8.171
Ancestral 2*,155,generator,1.68
Ancestral 2*,155,core,11.044
Ancestral 2*,156,cannon,8.301
Ancestral 2*,156,armor,8.301
Ancestral 2*,156,generator,1.689
Ancestral 2*,156,core,11.206
Ancestral 2*,157,cannon,8.43
Ancestral 2*,157,armor,8.43
Ancestral 2*,157,generator,1.698
Ancestral 2*,157,core,11.368
Ancestral 2*,158,cannon,8.56
Ancestral 2*,158,armor,8.56
Ancestral 2*,158,generator,1.706
Ancestral 2*,158,core,11.53
Ancestral 2*,159,cannon,8.69
Ancestral 2*,159,armor,8.69
Ancestral 2*,159,generator,1.715
Ancestral 2*,159,core,11.692
Ancestral 2*,160,cannon,8.819
Ancestral 2*,160,armor,8.819
Ancestral 2*,160,generator,1.724
Ancestral 2*,160,core,11.854
Ancestral 2*,161,cannon,9.035
Ancestral 2*,161,armor,9.035
Ancestral 2*,161,generator,1.734
Ancestral 2*,161,core,12.124
Ancestral 2*,162,cannon,9.251
Ancestral 2*,162,armor,9.251
Ancestral 2*,162,generator,1.745
Ancestral 2*,162,core,12.394
Ancestral 2*,163,cannon,9.467
Ancestral 2*,163,armor,9.467
Ancestral 2*,163,generator,1.756
Ancestral 2*,163,core,12.664
Ancestral 2*,164,cannon,9.683
Ancestral 2*,164,armor,9.683
Ancestral 2*,164,generator,1.767
Ancestral 2*,164,core,12.934
Ancestral 2*,165,cannon,9.899
Ancestral 2*,165,armor,9.899
Ancestral 2*,165,generator,1.778
Ancestral 2*,165,core,13.204
Ancestral 2*,166,cannon,10.115
Ancestral 2*,166,armor,10.115
Ancestral 2*,166,generator,1.788
Ancestral 2*,166,core,13.474
Ancestral 2*,167,cannon,10.331
Ancestral 2*,167,armor,10.331
Ancestral 2*,167,generator,1.799
Ancestral 2*,167,core,13.744
Ancestral 2*,168,cannon,10.547
Ancestral 2*,168,armor,10.547
Ancestral 2*,168,generator,1.81
Ancestral 2*,168,core,14.014
Ancestral 2*,169,cannon,10.763
Ancestral 2*,169,armor,10.763
Ancestral 2*,169,generator,1.821
Ancestral 2*,169,core,14.284
Ancestral 2*,170,cannon,10.979
Ancestral 2*,170,armor,10.979
Ancestral 2*,170,generator,1.832
Ancestral 2*,170,core,14.554
Ancestral 2*,171,cannon,11.195
Ancestral 2*,171,armor,11.195
Ancestral 2*,171,generator,1.842
Ancestral 2*,171,core,14.824
Ancestral 2*,172,cannon,11.411
Ancestral 2*,172,armor,11.411
Ancestral 2*,172,generator,1.853
Ancestral 2*,172,core,15.094
Ancestral 2*,173,cannon,11.627
Ancestral 2*,173,armor,11.627
Ancestral 2*,173,generator,1.864
Ancestral 2*,173,core,15.364
Ancestral 2*,174,cannon,11.843
Ancestral 2*,174,armor,11.843
Ancestral 2*,174,generator,1.875
Ancestral 2*,174,core,15.634
Ancestral 2*,175,cannon,12.059
Ancestral 2*,175,armor,12.059
Ancestral 2*,175,generator,1.886
Ancestral 2*,175,core,15.904
Ancestral 2*,176,cannon,12.275
Ancestral 2*,176,armor,12.275
Ancestral 2*,176,generator,1.896
Ancestral 2*,176,core,16.174
Ancestral 2*,177,cannon,12.491
Ancestral 2*,177,armor,12.491
Ancestral 2*,177,generator,1.907
Ancestral 2*,177,core,16.444
Ancestral 2*,178,cannon,12.707
Ancestral 2*,178,armor,12.707
Ancestral 2*,178,generator,1.918
Ancestral 2*,178,core,16.714
Ancestral 2*,179,cannon,12.923
Ancestral 2*,179,armor,12.923
Ancestral 2*,179,generator,1.929
Ancestral 2*,179,core,16.984
Ancestral 2*,180,cannon,13.139
Ancestral 2*,180,armor,13.139
Ancestral 2*,180,generator,1.94
Ancestral 2*,180,core,17.254
Ancestral 2*,181,cannon,13.355
Ancestral 2*,181,armor,13.355
Ancestral 2*,181,generator,1.95
Ancestral 2*,181,core,17.524
Ancestral 2*,182,cannon,13.571
Ancestral 2*,182,armor,13.571
Ancestral 2*,182,generator,1.961
Ancestral 2*,182,core,17.794
Ancestral 2*,183,cannon,13.787
Ancestral 2*,183,armor,13.787
Ancestral 2*,183,generator,1.972
Ancestral 2*,183,core,18.064
Ancestral 2*,184,cannon,14.003
Ancestral 2*,184,armor,14.003
Ancestral 2*,184,generator,1.983
Ancestral 2*,184,core,18.334
Ancestral 2*,185,cannon,14.219
Ancestral 2*,185,armor,14.219
Ancestral 2*,185,generator,1.994
Ancestral 2*,185,core,18.604
Ancestral 2*,186,cannon,14.435
Ancestral 2*,186,armor,14.435
Ancestral 2*,186,generator,2.004
Ancestral 2*,186,core,18.874
Ancestral 2*,187,cannon,14.651
Ancestral 2*,187,armor,14.651
Ancestral 2*,187,generator,2.015
Ancestral 2*,187,core,19.144
Ancestral 2*,188,cannon,14.867
Ancestral 2*,188,armor,14.867
Ancestral 2*,188,generator,2.026
Ancestral 2*,188,core,19.414
Ancestral 2*,189,cannon,15.083
Ancestral 2*,189,armor,15.083
Ancestral 2*,189,generator,2.037
Ancestral 2*,189,core,19.684
Ancestral 2*,190,cannon,15.299
Ancestral 2*,190,armor,15.299
Ancestral 2*,190,generator,2.048
Ancestral 2*,190,core,19.954
Ancestral 2*,191,cannon,15.515
Ancestral 2*,191,armor,15.515
Ancestral 2*,191,generator,2.058
Ancestral 2*,191,core,20.224
Ancestral 2*,192,cannon,15.731
Ancestral 2*,192,armor,15.731
Ancestral 2*,192,generator,2.069
Ancestral 2*,192,core,20.494
Ancestral 2*,193,cannon,15.947
Ancestral 2*,193,armor,15.947
Ancestral 2*,193,generator,2.08
Ancestral 2*,193,core,20.764
Ancestral 2*,194,cannon,16.163
Ancestral 2*,194,armor,16.163
Ancestral 2*,194,generator,2.091
Ancestral 2*,194,core,21.034
Ancestral 2*,195,cannon,16.379
Ancestral 2*,195,armor,16.379
Ancestral 2*,195,generator,2.102
Ancestral 2*,195,core,21.304
Ancestral 2*,196,cannon,16.595
Ancestral 2*,196,armor,16.595
Ancestral 2*,196,generator,2.112
Ancestral 2*,196,core,21.574
Ancestral 2*,197,cannon,16.811
Ancestral 2*,197,armor,16.811
Ancestral 2*,197,generator,2.123
Ancestral 2*,197,core,21.844
Ancestral 2*,198,cannon,17.027
Ancestral 2*,198,armor,17.027
Ancestral 2*,198,generator,2.134
Ancestral 2*,198,core,22.114
Ancestral 2*,199,cannon,17.243
Ancestral 2*,199,armor,17.243
Ancestral 2*,199,generator,2.145
Ancestral 2*,199,core,22.384
Ancestral 2*,200,cannon,17.459
Ancestral 2*,200,armor,17.459
Ancestral 2*,200,generator,2.156
Ancestral 2*,200,core,22.654
Ancestral 2*,201,cannon,17.675
Ancestral 2*,201,armor,17.675
Ancestral 2*,201,generator,2.166
Ancestral 2*,201,core,22.924
Ancestral 2*,202,cannon,17.891
Ancestral 2*,202,armor,17.891
Ancestral 2*,202,generator,2.177
Ancestral 2*,202,core,23.194
Ancestral 2*,203,cannon,18.107
Ancestral 2*,203,armor,18.107
Ancestral 2*,203,generator,2.188
Ancestral 2*,203,core,23.464
Ancestral 2*,204,cannon,18.323
Ancestral 2*,204,armor,18.323
Ancestral 2*,204,generator,2.199
Ancestral 2*,204,core,23.734
Ancestral 2*,205,cannon,18.539
Ancestral 2*,205,armor,18.539
Ancestral 2*,205,generator,2.21
Ancestral 2*,205,core,24.004
Ancestral 2*,206,cannon,18.755
Ancestral 2*,206,armor,18.755
Ancestral 2*,206,generator,2.22
Ancestral 2*,206,core,24.274
Ancestral 2*,207,cannon,18.971
Ancestral 2*,207,armor,18.971
Ancestral 2*,207,generator,2.231
Ancestral 2*,207,core,24.544
Ancestral 2*,208,cannon,19.187
Ancestral 2*,208,armor,19.187
Ancestral 2*,208,generator,2.242
Ancestral 2*,208,core,24.814
Ancestral 2*,209,cannon,19.403
Ancestral 2*,209,armor,19.403
Ancestral 2*,209,generator,2.253
Ancestral 2*,209,core,25.084
Ancestral 2*,210,cannon,19.619
Ancestral 2*,210,armor,19.619
Ancestral 2*,210,generator,2.264
Ancestral 2*,210,core,25.354
Ancestral 2*,211,cannon,19.835
Ancestral 2*,211,armor,19.835
Ancestral 2*,211,generator,2.274
Ancestral 2*,211,core,25.624
Ancestral 2*,212,cannon,20.051
Ancestral 2*,212,armor,20.051
Ancestral 2*,212,generator,2.285
Ancestral 2*,212,core,25.894
Ancestral 2*,213,cannon,20.267
Ancestral 2*,213,armor,20.267
Ancestral 2*,213,generator,2.296
Ancestral 2*,213,core,26.164
Ancestral 2*,214,cannon,20.483
Ancestral 2*,214,armor,20.483
Ancestral 2*,214,generator,2.307
Ancestral 2*,214,core,26.434
Ancestral 2*,215,cannon,20.699
Ancestral 2*,215,armor,20.699
Ancestral 2*,215,generator,2.318
Ancestral 2*,215,core,26.704
Ancestral 2*,216,cannon,20.915
Ancestral 2*,216,armor,20.915
Ancestral 2*,216,generator,2.328
Ancestral 2*,216,core,26.974
Ancestral 2*,217,cannon,21.131
Ancestral 2*,217,armor,21.131
Ancestral 2*,217,generator,2.339
Ancestral 2*,217,core,27.244
Ancestral 2*,218,cannon,21.347
Ancestral 2*,218,armor,21.347
Ancestral 2*,218,generator,2.35
Ancestral 2*,218,core,27.514
Ancestral 2*,219,cannon,21.563
Ancestral 2*,219,armor,21.563
Ancestral 2*,219,generator,2.361
Ancestral 2*,219,core,27.784
Ancestral 2*,220,cannon,21.779
Ancestral 2*,220,armor,21.779
Ancestral 2*,220,generator,2.372
Ancestral 2*,220,core,28.054
Ancestral 2*,221,cannon,21.995
Ancestral 2*,221,armor,21.995
Ancestral 2*,221,generator,2.382
Ancestral 2*,221,core,28.324
Ancestral 2*,222,cannon,22.211
Ancestral 2*,222,armor,22.211
Ancestral 2*,222,generator,2.393
Ancestral 2*,222,core,28.594
Ancestral 2*,223,cannon,22.427
Ancestral 2*,223,armor,22.427
Ancestral 2*,223,generator,2.404
Ancestral 2*,223,core,28.864
Ancestral 2*,224,cannon,22.643
Ancestral 2*,224,armor,22.643
Ancestral 2*,224,generator,2.415
Ancestral 2*,224,core,29.134
Ancestral 2*,225,cannon,22.859
Ancestral 2*,225,armor,22.859
Ancestral 2*,225,generator,2.426
Ancestral 2*,225,core,29.404
Ancestral 2*,226,cannon,23.075
Ancestral 2*,226,armor,23.075
Ancestral 2*,226,generator,2.436
Ancestral 2*,226,core,29.674
Ancestral 2*,227,cannon,23.291
Ancestral 2*,227,armor,23.291
Ancestral 2*,227,generator,2.447
Ancestral 2*,227,core,29.944
Ancestral 2*,228,cannon,23.507
Ancestral 2*,228,armor,23.507
Ancestral 2*,228,generator,2.458
Ancestral 2*,228,core,30.214
Ancestral 2*,229,cannon,23.723
Ancestral 2*,229,armor,23.723
Ancestral 2*,229,generator,2.469
Ancestral 2*,229,core,30.484
Ancestral 2*,230,cannon,23.939
Ancestral 2*,230,armor,23.939
Ancestral 2*,230,generator,2.48
Ancestral 2*,230,core,30.754
Ancestral 2*,231,cannon,24.155
Ancestral 2*,231,armor,24.155
Ancestral 2*,231,generator,2.49
Ancestral 2*,231,core,31.024
Ancestral 2*,232,cannon,24.371
Ancestral 2*,232,armor,24.371
Ancestral 2*,232,generator,2.501
Ancestral 2*,232,core,31.294
Ancestral 2*,233,cannon,24.587
Ancestral 2*,233,armor,24.587
Ancestral 2*,233,generator,2.512
Ancestral 2*,233,core,31.564
Ancestral 2*,234,cannon,24.803
Ancestral 2*,234,armor,24.803
Ancestral 2*,234,generator,2.523
Ancestral 2*,234,core,31.834
Ancestral 2*,235,cannon,25.019
Ancestral 2*,235,armor,25.019
Ancestral 2*,235,generator,2.534
Ancestral 2*,235,core,32.104
Ancestral 2*,236,cannon,25.235
Ancestral 2*,236,armor,25.235
Ancestral 2*,236,generator,2.544
Ancestral 2*,236,core,32.374
Ancestral 2*,237,cannon,25.451
Ancestral 2*,237,armor,25.451
Ancestral 2*,237,generator,2.555
Ancestral 2*,237,core,32.644
Ancestral 2*,238,cannon,25.667
Ancestral 2*,238,armor,25.667
Ancestral 2*,238,generator,2.566
Ancestral 2*,238,core,32.914
Ancestral 2*,239,cannon,25.883
Ancestral 2*,239,armor,25.883
Ancestral 2*,239,generator,2.577
Ancestral 2*,239,core,33.184
Ancestral 2*,240,cannon,26.099
Ancestral 2*,240,armor,26.099
Ancestral 2*,240,generator,2.588
Ancestral 2*,240,core,33.454
Ancestral 2*,241,cannon,26.315
Ancestral 2*,241,armor,26.315
Ancestral 2*,241,generator,2.598
Ancestral 2*,241,core,33.724
Ancestral 2*,242,cannon,26.531
Ancestral 2*,242,armor,26.531
Ancestral 2*,242,generator,2.609
Ancestral 2*,242,core,33.994
Ancestral 2*,243,cannon,26.747
Ancestral 2*,243,armor,26.747
Ancestral 2*,243,generator,2.62
Ancestral 2*,243,core,34.264
Ancestral 2*,244,cannon,26.963
Ancestral 2*,244,armor,26.963
Ancestral 2*,244,generator,2.631
Ancestral 2*,244,core,34.534
Ancestral 2*,245,cannon,27.179
Ancestral 2*,245,armor,27.179
Ancestral 2*,245,generator,2.642
Ancestral 2*,245,core,34.804
Ancestral 2*,246,cannon,27.395
Ancestral 2*,246,armor,27.395
Ancestral 2*,246,generator,2.652
Ancestral 2*,246,core,35.074
Ancestral 2*,247,cannon,27.611
Ancestral 2*,247,armor,27.611
Ancestral 2*,247,generator,2.663
Ancestral 2*,247,core,35.344
Ancestral 2*,248,cannon,27.827
Ancestral 2*,248,armor,27.827
Ancestral 2*,248,generator,2.674
Ancestral 2*,248,core,35.614
Ancestral 2*,249,cannon,28.043
Ancestral 2*,249,armor,28.043
Ancestral 2*,249,generator,2.685
Ancestral 2*,249,core,35.884
Ancestral 2*,250,cannon,28.259
Ancestral 2*,250,armor,28.259
Ancestral 2*,250,generator,2.696
Ancestral 2*,250,core,36.154
Ancestral 2*,251,cannon,28.475
Ancestral 2*,251,armor,28.475
Ancestral 2*,251,generator,2.706
Ancestral 2*,251,core,36.424
Ancestral 2*,252,cannon,28.691
Ancestral 2*,252,armor,28.691
Ancestral 2*,252,generator,2.717
Ancestral 2*,252,core,36.694
Ancestral 2*,253,cannon,28.907
Ancestral 2*,253,armor,28.907
Ancestral 2*,253,generator,2.728
Ancestral 2*,253,core,36.964
Ancestral 2*,254,cannon,29.123
Ancestral 2*,254,armor,29.123
Ancestral 2*,254,generator,2.739
Ancestral 2*,254,core,37.234
Ancestral 2*,255,cannon,29.339
Ancestral 2*,255,armor,29.339
Ancestral 2*,255,generator,2.75
Ancestral 2*,255,core,37.504
Ancestral 2*,256,cannon,29.555
Ancestral 2*,256,armor,29.555
Ancestral 2*,256,generator,2.76
Ancestral 2*,256,core,37.774
Ancestral 2*,257,cannon,29.771
Ancestral 2*,257,armor,29.771
Ancestral 2*,257,generator,2.771
Ancestral 2*,257,core,38.044
Ancestral 2*,258,cannon,29.987
Ancestral 2*,258,armor,29.987
Ancestral 2*,258,generator,2.782
Ancestral 2*,258,core,38.314
Ancestral 2*,259,cannon,30.203
Ancestral 2*,259,armor,30.203
Ancestral 2*,259,generator,2.793
Ancestral 2*,259,core,38.584
Ancestral 2*,260,cannon,30.419
Ancestral 2*,260,armor,30.419
Ancestral 2*,260,generator,2.804
Ancestral 2*,260,core,38.854
Ancestral 2*,261,cannon,30.635
Ancestral 2*,261,armor,30.635
Ancestral 2*,261,generator,2.814
Ancestral 2*,261,core,39.124
Ancestral 2*,262,cannon,30.851
Ancestral 2*,262,armor,30.851
Ancestral 2*,262,generator,2.825
Ancestral 2*,262,core,39.394
Ancestral 2*,263,cannon,31.067
Ancestral 2*,263,armor,31.067
Ancestral 2*,263,generator,2.836
Ancestral 2*,263,core,39.664
Ancestral 2*,264,cannon,31.283
Ancestral 2*,264,armor,31.283
Ancestral 2*,264,generator,2.847
Ancestral 2*,264,core,39.934
Ancestral 2*,265,cannon,31.499
Ancestral 2*,265,armor,31.499
Ancestral 2*,265,generator,2.858
Ancestral 2*,265,core,40.204
Ancestral 2*,266,cannon,31.715
Ancestral 2*,266,armor,31.715
Ancestral 2*,266,generator,2.868
Ancestral 2*,266,core,40.474
Ancestral 2*,267,cannon,31.931
Ancestral 2*,267,armor,31.931
Ancestral 2*,267,generator,2.879
Ancestral 2*,267,core,40.744
Ancestral 2*,268,cannon,32.147
Ancestral 2*,268,armor,32.147
Ancestral 2*,268,generator,2.89
Ancestral 2*,268,core,41.014
Ancestral 2*,269,cannon,32.363
Ancestral 2*,269,armor,32.363
Ancestral 2*,269,generator,2.901
Ancestral 2*,269,core,41.284
Ancestral 2*,270,cannon,32.579
Ancestral 2*,270,armor,32.579
Ancestral 2*,270,generator,2.912
Ancestral 2*,270,core,41.554
Ancestral 2*,271,cannon,32.795
Ancestral 2*,271,armor,32.795
Ancestral 2*,271,generator,2.922
Ancestral 2*,271,core,41.824
Ancestral 2*,272,cannon,33.011
Ancestral 2*,272,armor,33.011
Ancestral 2*,272,generator,2.933
Ancestral 2*,272,core,42.094
Ancestral 2*,273,cannon,33.227
Ancestral 2*,273,armor,33.227
Ancestral 2*,273,generator,2.944
Ancestral 2*,273,core,42.364
Ancestral 2*,274,cannon,33.443
Ancestral 2*,274,armor,33.443
Ancestral 2*,274,generator,2.955
Ancestral 2*,274,core,42.634
Ancestral 2*,275,cannon,33.659
Ancestral 2*,275,armor,33.659
Ancestral 2*,275,generator,2.966
Ancestral 2*,275,core,42.904
Ancestral 2*,276,cannon,33.875
Ancestral 2*,276,armor,33.875
Ancestral 2*,276,generator,2.976
Ancestral 2*,276,core,43.174
Ancestral 2*,277,cannon,34.091
Ancestral 2*,277,armor,34.091
Ancestral 2*,277,generator,2.987
Ancestral 2*,277,core,43.444
Ancestral 2*,278,cannon,34.307
Ancestral 2*,278,armor,34.307
Ancestral 2*,278,generator,2.998
Ancestral 2*,278,core,43.714
Ancestral 2*,279,cannon,34.523
Ancestral 2*,279,armor,34.523
Ancestral 2*,279,generator,3.009
Ancestral 2*,279,core,43.984
Ancestral 2*,280,cannon,34.739
Ancestral 2*,280,armor,34.739
Ancestral 2*,280,generator,3.02
Ancestral 2*,280,core,44.254
Ancestral 2*,281,cannon,34.955
Ancestral 2*,281,armor,34.955
Ancestral 2*,281,generator,3.03
Ancestral 2*,281,core,44.524
Ancestral 2*,282,cannon,35.171
Ancestral 2*,282,armor,35.171
Ancestral 2*,282,generator,3.041
Ancestral 2*,282,core,44.794
Ancestral 2*,283,cannon,35.387
Ancestral 2*,283,armor,35.387
Ancestral 2*,283,generator,3.052
Ancestral 2*,283,core,45.064
Ancestral 2*,284,cannon,35.603
Ancestral 2*,284,armor,35.603
Ancestral 2*,284,generator,3.063
Ancestral 2*,284,core,45.334
Ancestral 2*,285,cannon,35.819
Ancestral 2*,285,armor,35.819
Ancestral 2*,285,generator,3.074
Ancestral 2*,285,core,45.604
Ancestral 2*,286,cannon,36.035
Ancestral 2*,286,armor,36.035
Ancestral 2*,286,generator,3.084
Ancestral 2*,286,core,45.874
Ancestral 2*,287,cannon,36.251
Ancestral 2*,287,armor,36.251
Ancestral 2*,287,generator,3.095
Ancestral 2*,287,core,46.144
Ancestral 2*,288,cannon,36.467
Ancestral 2*,288,armor,36.467
Ancestral 2*,288,generator,3.106
Ancestral 2*,288,core,46.414
Ancestral 2*,289,cannon,36.683
Ancestral 2*,289,armor,36.683
Ancestral 2*,289,generator,3.117
Ancestral 2*,289,core,46.684
Ancestral 2*,290,cannon,36.899
Ancestral 2*,290,armor,36.899
Ancestral 2*,290,generator,3.128
Ancestral 2*,290,core,46.954
Ancestral 2*,291,cannon,37.115
Ancestral 2*,291,armor,37.115
Ancestral 2*,291,generator,3.138
Ancestral 2*,291,core,47.224
Ancestral 2*,292,cannon,37.331
Ancestral 2*,292,armor,37.331
Ancestral 2*,292,generator,3.149
Ancestral 2*,292,core,47.494
Ancestral 2*,293,cannon,37.547
Ancestral 2*,293,armor,37.547
Ancestral 2*,293,generator,3.16
Ancestral 2*,293,core,47.764
Ancestral 2*,294,cannon,37.763
Ancestral 2*,294,armor,37.763
Ancestral 2*,294,generator,3.171
Ancestral 2*,294,core,48.034
Ancestral 2*,295,cannon,37.979
Ancestral 2*,295,armor,37.979
Ancestral 2*,295,generator,3.182
Ancestral 2*,295,core,48.304
Ancestral 2*,296,cannon,38.195
Ancestral 2*,296,armor,38.195
Ancestral 2*,296,generator,3.192
Ancestral 2*,296,core,48.574
Ancestral 2*,297,cannon,38.411
Ancestral 2*,297,armor,38.411
Ancestral 2*,297,generator,3.203
Ancestral 2*,297,core,48.844
Ancestral 2*,298,cannon,38.627
Ancestral 2*,298,armor,38.627
Ancestral 2*,298,generator,3.214
Ancestral 2*,298,core,49.114
Ancestral 2*,299,cannon,38.843
Ancestral 2*,299,armor,38.843
Ancestral 2*,299,generator,3.225
Ancestral 2*,299,core,49.384
Ancestral 2*,300,cannon,39.059
Ancestral 2*,300,armor,39.059
Ancestral 2*,300,generator,3.236
Ancestral 2*,300,core,49.654
Ancestral 3*,1,cannon,1.338
Ancestral 3*,1,armor,1.338
Ancestral 3*,1,generator,1.046
Ancestral 3*,1,core,1.459
Ancestral 3*,2,cannon,1.34
Ancestral 3*,2,armor,1.34
Ancestral 3*,2,generator,1.047
Ancestral 3*,2,core,1.47
Ancestral 3*,3,cannon,1.343
Ancestral 3*,3,armor,1.343
Ancestral 3*,3,generator,1.048
Ancestral 3*,3,core,1.482
Ancestral 3*,4,cannon,1.345
Ancestral 3*,4,armor,1.345
Ancestral 3*,4,generator,1.049
Ancestral 3*,4,core,1.493
Ancestral 3*,5,cannon,1.347
Ancestral 3*,5,armor,1.347
Ancestral 3*,5,generator,1.05
Ancestral 3*,5,core,1.504
Ancestral 3*,6,cannon,1.349
Ancestral 3*,6,armor,1.349
Ancestral 3*,6,generator,1.052
Ancestral 3*,6,core,1.515
Ancestral 3*,7,cannon,1.352
Ancestral 3*,7,armor,1.352
Ancestral 3*,7,generator,1.053
Ancestral 3*,7,core,1.526
Ancestral 3*,8,cannon,1.354
Ancestral 3*,8,armor,1.354
Ancestral 3*,8,generator,1.054
Ancestral 3*,8,core,1.538
Ancestral 3*,9,cannon,1.356
Ancestral 3*,9,armor,1.356
Ancestral 3*,9,generator,1.055
Ancestral 3*,9,core,1.549
Ancestral 3*,10,cannon,1.358
Ancestral 3*,10,armor,1.358
Ancestral 3*,10,generator,1.056
Ancestral 3*,10,core,1.56
Ancestral 3*,11,cannon,1.361
Ancestral 3*,11,armor,1.361
Ancestral 3*,11,generator,1.057
Ancestral 3*,11,core,1.571
Ancestral 3*,12,cannon,1.363
Ancestral 3*,12,armor,1.363
Ancestral 3*,12,generator,1.058
Ancestral 3*,12,core,1.582
Ancestral 3*,13,cannon,1.365
Ancestral 3*,13,armor,1.365
Ancestral 3*,13,generator,1.059
Ancestral 3*,13,core,1.594
Ancestral 3*,14,cannon,1.367
Ancestral 3*,14,armor,1.367
Ancestral 3*,14,generator,1.06
Ancestral 3*,14,core,1.605
Ancestral 3*,15,cannon,1.37
Ancestral 3*,15,armor,1.37
Ancestral 3*,15,generator,1.062
Ancestral 3*,15,core,1.616
Ancestral 3*,16,cannon,1.372
Ancestral 3*,16,armor,1.372
Ancestral 3*,16,generator,1.063
Ancestral 3*,16,core,1.627
Ancestral 3*,17,cannon,1.374
Ancestral 3*,17,armor,1.374
Ancestral 3*,17,generator,1.064
Ancestral 3*,17,core,1.638
Ancestral 3*,18,cannon,1.376
Ancestral 3*,18,armor,1.376
Ancestral 3*,18,generator,1.065
Ancestral 3*,18,core,1.65
Ancestral 3*,19,cannon,1.379
Ancestral 3*,19,armor,1.379
Ancestral 3*,19,generator,1.066
Ancestral 3*,19,core,1.661
Ancestral 3*,20,cannon,1.381
Ancestral 3*,20,armor,1.381
