wave,surface,enemy_damage,source_class,source_file
200,Tier 16,161560000000000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 16,315820000000000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 16,553500000000000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 16,1450000000000000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 16,3100000000000000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 16,1.424e+16,repo_raw_table,enemy_damage_table.csv
1000,Tier 16,4.913e+16,repo_raw_table,enemy_damage_table.csv
1250,Tier 16,1.3279e+17,repo_raw_table,enemy_damage_table.csv
1500,Tier 16,3.21e+17,repo_raw_table,enemy_damage_table.csv
2000,Tier 16,1.56e+18,repo_raw_table,enemy_damage_table.csv
2500,Tier 16,5.97e+18,repo_raw_table,enemy_damage_table.csv
3000,Tier 16,2.141e+19,repo_raw_table,enemy_damage_table.csv
3500,Tier 16,6.767e+19,repo_raw_table,enemy_damage_table.csv
4500,Tier 16,5.9882e+20,repo_raw_table,enemy_damage_table.csv
5000,Tier 16,1.59e+21,repo_raw_table,enemy_damage_table.csv
5500,Tier 16,4.38e+21,repo_raw_table,enemy_damage_table.csv
6000,Tier 16,1.131e+22,repo_raw_table,enemy_damage_table.csv
6500,Tier 16,2.881e+22,repo_raw_table,enemy_damage_table.csv
7000,Tier 16,7.393999999999999e+22,repo_raw_table,enemy_damage_table.csv
7500,Tier 16,1.83e+23,repo_raw_table,enemy_damage_table.csv
8000,Tier 16,4.3842e+23,repo_raw_table,enemy_damage_table.csv
8500,Tier 16,1.08e+24,repo_raw_table,enemy_damage_table.csv
9000,Tier 16,2.59e+24,repo_raw_table,enemy_damage_table.csv
9500,Tier 16,5.969999999999999e+24,repo_raw_table,enemy_damage_table.csv
10000,Tier 16,1.394e+25,repo_raw_table,enemy_damage_table.csv
10500,Tier 16,3.2099999999999995e+25,repo_raw_table,enemy_damage_table.csv
11000,Tier 16,7.568e+25,repo_raw_table,enemy_damage_table.csv
11500,Tier 16,1.6778e+26,repo_raw_table,enemy_damage_table.csv
12000,Tier 16,3.9079999999999995e+26,repo_raw_table,enemy_damage_table.csv
12500,Tier 16,8.4401e+26,repo_raw_table,enemy_damage_table.csv
13000,Tier 16,1.97e+27,repo_raw_table,enemy_damage_table.csv
13500,Tier 16,4.6900000000000006e+27,repo_raw_table,enemy_damage_table.csv
14500,Tier 16,2.295e+28,repo_raw_table,enemy_damage_table.csv
15000,Tier 16,4.929000000000001e+28,repo_raw_table,enemy_damage_table.csv
15500,Tier 16,1.1018000000000002e+29,repo_raw_table,enemy_damage_table.csv
16000,Tier 16,2.4216000000000002e+29,repo_raw_table,enemy_damage_table.csv
16500,Tier 16,5.3276e+29,repo_raw_table,enemy_damage_table.csv
17000,Tier 16,1.14e+30,repo_raw_table,enemy_damage_table.csv
17500,Tier 16,2.52e+30,repo_raw_table,enemy_damage_table.csv
18000,Tier 16,5.62e+30,repo_raw_table,enemy_damage_table.csv
18500,Tier 16,1.181e+31,repo_raw_table,enemy_damage_table.csv
19000,Tier 16,2.593e+31,repo_raw_table,enemy_damage_table.csv
19500,Tier 16,5.5670000000000005e+31,repo_raw_table,enemy_damage_table.csv
20000,Tier 16,1.1813999999999999e+32,repo_raw_table,enemy_damage_table.csv
21000,Tier 16,5.8662999999999994e+32,repo_raw_table,enemy_damage_table.csv
22000,Tier 16,2.66e+33,repo_raw_table,enemy_damage_table.csv
23000,Tier 16,1.192e+34,repo_raw_table,enemy_damage_table.csv
24000,Tier 16,5.418e+34,repo_raw_table,enemy_damage_table.csv
25000,Tier 16,2.4010000000000002e+35,repo_raw_table,enemy_damage_table.csv
30000,Tier 16,4.3852e+38,repo_raw_table,enemy_damage_table.csv
35000,Tier 16,7.0898e+41,repo_raw_table,enemy_damage_table.csv
40000,Tier 16,1.06e+45,repo_raw_table,enemy_damage_table.csv
45000,Tier 16,1.5300000000000002e+48,repo_raw_table,enemy_damage_table.csv
50000,Tier 16,2.1e+51,repo_raw_table,enemy_damage_table.csv
55000,Tier 16,2.9400000000000003e+54,repo_raw_table,enemy_damage_table.csv
60000,Tier 16,3.71e+57,repo_raw_table,enemy_damage_table.csv
65000,Tier 16,4.9299999999999985e+60,repo_raw_table,enemy_damage_table.csv
70000,Tier 16,6.22e+63,repo_raw_table,enemy_damage_table.csv
75000,Tier 16,7.87e+66,repo_raw_table,enemy_damage_table.csv
80000,Tier 16,9.400000000000001e+69,repo_raw_table,enemy_damage_table.csv
85000,Tier 16,1.2190000000000001e+73,repo_raw_table,enemy_damage_table.csv
90000,Tier 16,1.4369999999999996e+76,repo_raw_table,enemy_damage_table.csv
95000,Tier 16,1.629e+79,repo_raw_table,enemy_damage_table.csv
100000,Tier 16,1.952e+82,repo_raw_table,enemy_damage_table.csv
1,Tier 17,264800000000.0,repo_raw_table,enemy_damage_table.csv
10,Tier 17,1210000000000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 17,3810000000000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 17,8539999999999.999,repo_raw_table,enemy_damage_table.csv
40,Tier 17,15610000000000.0,repo_raw_table,enemy_damage_table.csv
50,Tier 17,26000000000000.0,repo_raw_table,enemy_damage_table.csv
60,Tier 17,39400000000000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 17,56220000000000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 17,78310000000000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 17,105280000000000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 17,141170000000000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 17,416380000000000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 17,969360000000000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 17,1890000000000000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 17,3320000000000000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 17,8710000000000002.0,repo_raw_table,enemy_damage_table.csv
500,Tier 17,1.857e+16,repo_raw_table,enemy_damage_table.csv
750,Tier 17,8.547e+16,repo_raw_table,enemy_damage_table.csv
1000,Tier 17,2.948e+17,repo_raw_table,enemy_damage_table.csv
1250,Tier 17,7.9674e+17,repo_raw_table,enemy_damage_table.csv
1500,Tier 17,1.93e+18,repo_raw_table,enemy_damage_table.csv
2000,Tier 17,9.39e+18,repo_raw_table,enemy_damage_table.csv
2500,Tier 17,3.58e+19,repo_raw_table,enemy_damage_table.csv
3000,Tier 17,1.2847e+20,repo_raw_table,enemy_damage_table.csv
3500,Tier 17,4.06e+20,repo_raw_table,enemy_damage_table.csv
4500,Tier 17,3.59e+21,repo_raw_table,enemy_damage_table.csv
5000,Tier 17,9.56e+21,repo_raw_table,enemy_damage_table.csv
5500,Tier 17,2.63e+22,repo_raw_table,enemy_damage_table.csv
6000,Tier 17,6.784999999999999e+22,repo_raw_table,enemy_damage_table.csv
6500,Tier 17,1.7286e+23,repo_raw_table,enemy_damage_table.csv
7000,Tier 17,4.4363e+23,repo_raw_table,enemy_damage_table.csv
7500,Tier 17,1.0999999999999999e+24,repo_raw_table,enemy_damage_table.csv
8000,Tier 17,2.63e+24,repo_raw_table,enemy_damage_table.csv
8500,Tier 17,6.5e+24,repo_raw_table,enemy_damage_table.csv
9000,Tier 17,1.554e+25,repo_raw_table,enemy_damage_table.csv
9500,Tier 17,3.583e+25,repo_raw_table,enemy_damage_table.csv
10000,Tier 17,8.364e+25,repo_raw_table,enemy_damage_table.csv
10500,Tier 17,1.9261e+26,repo_raw_table,enemy_damage_table.csv
11000,Tier 17,4.541e+26,repo_raw_table,enemy_damage_table.csv
11500,Tier 17,1.0100000000000001e+27,repo_raw_table,enemy_damage_table.csv
12000,Tier 17,2.3400000000000002e+27,repo_raw_table,enemy_damage_table.csv
12500,Tier 17,5.06e+27,repo_raw_table,enemy_damage_table.csv
13000,Tier 17,1.185e+28,repo_raw_table,enemy_damage_table.csv
13500,Tier 17,2.812e+28,repo_raw_table,enemy_damage_table.csv
14500,Tier 17,1.377e+29,repo_raw_table,enemy_damage_table.csv
15000,Tier 17,2.9573000000000003e+29,repo_raw_table,enemy_damage_table.csv
15500,Tier 17,6.611000000000001e+29,repo_raw_table,enemy_damage_table.csv
16000,Tier 17,1.45e+30,repo_raw_table,enemy_damage_table.csv
16500,Tier 17,3.2000000000000003e+30,repo_raw_table,enemy_damage_table.csv
17000,Tier 17,6.85e+30,repo_raw_table,enemy_damage_table.csv
17500,Tier 17,1.513e+31,repo_raw_table,enemy_damage_table.csv
18000,Tier 17,3.3700000000000004e+31,repo_raw_table,enemy_damage_table.csv
18500,Tier 17,7.0870000000000005e+31,repo_raw_table,enemy_damage_table.csv
19000,Tier 17,1.5561e+32,repo_raw_table,enemy_damage_table.csv
19500,Tier 17,3.3399000000000004e+32,repo_raw_table,enemy_damage_table.csv
20000,Tier 17,7.0884e+32,repo_raw_table,enemy_damage_table.csv
21000,Tier 17,3.52e+33,repo_raw_table,enemy_damage_table.csv
22000,Tier 17,1.596e+34,repo_raw_table,enemy_damage_table.csv
23000,Tier 17,7.151e+34,repo_raw_table,enemy_damage_table.csv
24000,Tier 17,3.2507e+35,repo_raw_table,enemy_damage_table.csv
25000,Tier 17,1.44e+36,repo_raw_table,enemy_damage_table.csv
30000,Tier 17,2.6299999999999997e+39,repo_raw_table,enemy_damage_table.csv
35000,Tier 17,4.25e+42,repo_raw_table,enemy_damage_table.csv
40000,Tier 17,6.36e+45,repo_raw_table,enemy_damage_table.csv
45000,Tier 17,9.19e+48,repo_raw_table,enemy_damage_table.csv
50000,Tier 17,1.2579999999999998e+52,repo_raw_table,enemy_damage_table.csv
55000,Tier 17,1.762e+55,repo_raw_table,enemy_damage_table.csv
60000,Tier 17,2.224e+58,repo_raw_table,enemy_damage_table.csv
65000,Tier 17,2.958e+61,repo_raw_table,enemy_damage_table.csv
70000,Tier 17,3.7310000000000003e+64,repo_raw_table,enemy_damage_table.csv
75000,Tier 17,4.7220000000000004e+67,repo_raw_table,enemy_damage_table.csv
80000,Tier 17,5.642000000000001e+70,repo_raw_table,enemy_damage_table.csv
85000,Tier 17,7.311000000000001e+73,repo_raw_table,enemy_damage_table.csv
90000,Tier 17,8.623999999999999e+76,repo_raw_table,enemy_damage_table.csv
95000,Tier 17,9.775e+79,repo_raw_table,enemy_damage_table.csv
100000,Tier 17,1.1714e+83,repo_raw_table,enemy_damage_table.csv
1,Tier 18,1320000000000.0,repo_raw_table,enemy_damage_table.csv
10,Tier 18,6050000000000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 18,19030000000000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 18,42690000000000.0,repo_raw_table,enemy_damage_table.csv
40,Tier 18,78070000000000.0,repo_raw_table,enemy_damage_table.csv
50,Tier 18,130020000000000.02,repo_raw_table,enemy_damage_table.csv
60,Tier 18,197010000000000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 18,281090000000000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 18,391550000000000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 18,526420000000000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 18,705840000000000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 18,2080000000000000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 18,4850000000000000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 18,9470000000000000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 18,1.661e+16,repo_raw_table,enemy_damage_table.csv
400,Tier 18,4.354e+16,repo_raw_table,enemy_damage_table.csv
500,Tier 18,9.286e+16,repo_raw_table,enemy_damage_table.csv
750,Tier 18,4.2733e+17,repo_raw_table,enemy_damage_table.csv
1000,Tier 18,1.47e+18,repo_raw_table,enemy_damage_table.csv
1250,Tier 18,3.98e+18,repo_raw_table,enemy_damage_table.csv
1500,Tier 18,9.63e+18,repo_raw_table,enemy_damage_table.csv
2000,Tier 18,4.693e+19,repo_raw_table,enemy_damage_table.csv
2500,Tier 18,1.7899e+20,repo_raw_table,enemy_damage_table.csv
3000,Tier 18,6.423300000000001e+20,repo_raw_table,enemy_damage_table.csv
3500,Tier 18,2.03e+21,repo_raw_table,enemy_damage_table.csv
4500,Tier 18,1.796e+22,repo_raw_table,enemy_damage_table.csv
5000,Tier 18,4.782e+22,repo_raw_table,enemy_damage_table.csv
5500,Tier 18,1.3151e+23,repo_raw_table,enemy_damage_table.csv
6000,Tier 18,3.3924e+23,repo_raw_table,enemy_damage_table.csv
6500,Tier 18,8.642999999999999e+23,repo_raw_table,enemy_damage_table.csv
7000,Tier 18,2.22e+24,repo_raw_table,enemy_damage_table.csv
7500,Tier 18,5.49e+24,repo_raw_table,enemy_damage_table.csv
8000,Tier 18,1.315e+25,repo_raw_table,enemy_damage_table.csv
8500,Tier 18,3.2520000000000003e+25,repo_raw_table,enemy_damage_table.csv
9000,Tier 18,7.769e+25,repo_raw_table,enemy_damage_table.csv
9500,Tier 18,1.7913e+26,repo_raw_table,enemy_damage_table.csv
10000,Tier 18,4.1819e+26,repo_raw_table,enemy_damage_table.csv
10500,Tier 18,9.6303e+26,repo_raw_table,enemy_damage_table.csv
11000,Tier 18,2.27e+27,repo_raw_table,enemy_damage_table.csv
11500,Tier 18,5.03e+27,repo_raw_table,enemy_damage_table.csv
12000,Tier 18,1.172e+28,repo_raw_table,enemy_damage_table.csv
12500,Tier 18,2.532e+28,repo_raw_table,enemy_damage_table.csv
13000,Tier 18,5.924e+28,repo_raw_table,enemy_damage_table.csv
13500,Tier 18,1.406e+29,repo_raw_table,enemy_damage_table.csv
14500,Tier 18,6.885e+29,repo_raw_table,enemy_damage_table.csv
15000,Tier 18,1.48e+30,repo_raw_table,enemy_damage_table.csv
15500,Tier 18,3.31e+30,repo_raw_table,enemy_damage_table.csv
16000,Tier 18,7.26e+30,repo_raw_table,enemy_damage_table.csv
16500,Tier 18,1.5979999999999999e+31,repo_raw_table,enemy_damage_table.csv
17000,Tier 18,3.423e+31,repo_raw_table,enemy_damage_table.csv
17500,Tier 18,7.564e+31,repo_raw_table,enemy_damage_table.csv
18000,Tier 18,1.6851e+32,repo_raw_table,enemy_damage_table.csv
18500,Tier 18,3.5435e+32,repo_raw_table,enemy_damage_table.csv
19000,Tier 18,7.7803e+32,repo_raw_table,enemy_damage_table.csv
19500,Tier 18,1.6699999999999998e+33,repo_raw_table,enemy_damage_table.csv
20000,Tier 18,3.54e+33,repo_raw_table,enemy_damage_table.csv
21000,Tier 18,1.7600000000000002e+34,repo_raw_table,enemy_damage_table.csv
22000,Tier 18,7.978e+34,repo_raw_table,enemy_damage_table.csv
23000,Tier 18,3.5756999999999994e+35,repo_raw_table,enemy_damage_table.csv
24000,Tier 18,1.63e+36,repo_raw_table,enemy_damage_table.csv
25000,Tier 18,7.200000000000001e+36,repo_raw_table,enemy_damage_table.csv
30000,Tier 18,1.316e+40,repo_raw_table,enemy_damage_table.csv
35000,Tier 18,2.127e+43,repo_raw_table,enemy_damage_table.csv
40000,Tier 18,3.178e+46,repo_raw_table,enemy_damage_table.csv
45000,Tier 18,4.593e+49,repo_raw_table,enemy_damage_table.csv
50000,Tier 18,6.289e+52,repo_raw_table,enemy_damage_table.csv
55000,Tier 18,8.812000000000003e+55,repo_raw_table,enemy_damage_table.csv
60000,Tier 18,1.1121e+59,repo_raw_table,enemy_damage_table.csv
65000,Tier 18,1.4787999999999998e+62,repo_raw_table,enemy_damage_table.csv
70000,Tier 18,1.8653e+65,repo_raw_table,enemy_damage_table.csv
75000,Tier 18,2.3612e+68,repo_raw_table,enemy_damage_table.csv
80000,Tier 18,2.8208e+71,repo_raw_table,enemy_damage_table.csv
85000,Tier 18,3.6555000000000004e+74,repo_raw_table,enemy_damage_table.csv
90000,Tier 18,4.3120999999999997e+77,repo_raw_table,enemy_damage_table.csv
95000,Tier 18,4.8875e+80,repo_raw_table,enemy_damage_table.csv
100000,Tier 18,5.857e+83,repo_raw_table,enemy_damage_table.csv
1,Tier 19,344240000000000.0,repo_raw_table,enemy_damage_table.csv
10,Tier 19,1570000000000000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 19,4950000000000000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 19,1.11e+16,repo_raw_table,enemy_damage_table.csv
40,Tier 19,2.03e+16,repo_raw_table,enemy_damage_table.csv
50,Tier 19,3.38e+16,repo_raw_table,enemy_damage_table.csv
60,Tier 19,5.122e+16,repo_raw_table,enemy_damage_table.csv
70,Tier 19,7.308e+16,repo_raw_table,enemy_damage_table.csv
80,Tier 19,1.018e+17,repo_raw_table,enemy_damage_table.csv
90,Tier 19,1.3687e+17,repo_raw_table,enemy_damage_table.csv
100,Tier 19,1.8352e+17,repo_raw_table,enemy_damage_table.csv
150,Tier 19,5.4129e+17,repo_raw_table,enemy_damage_table.csv
200,Tier 19,1.26e+18,repo_raw_table,enemy_damage_table.csv
250,Tier 19,2.46e+18,repo_raw_table,enemy_damage_table.csv
300,Tier 19,4.320000000000001e+18,repo_raw_table,enemy_damage_table.csv
400,Tier 19,1.132e+19,repo_raw_table,enemy_damage_table.csv
500,Tier 19,2.414e+19,repo_raw_table,enemy_damage_table.csv
750,Tier 19,1.1111e+20,repo_raw_table,enemy_damage_table.csv
1000,Tier 19,3.8323e+20,repo_raw_table,enemy_damage_table.csv
1250,Tier 19,1.04e+21,repo_raw_table,enemy_damage_table.csv
1500,Tier 19,2.5e+21,repo_raw_table,enemy_damage_table.csv
2000,Tier 19,1.22e+22,repo_raw_table,enemy_damage_table.csv
2500,Tier 19,4.654e+22,repo_raw_table,enemy_damage_table.csv
3000,Tier 19,1.6701e+23,repo_raw_table,enemy_damage_table.csv
3500,Tier 19,5.2779999999999993e+23,repo_raw_table,enemy_damage_table.csv
4500,Tier 19,4.67e+24,repo_raw_table,enemy_damage_table.csv
5000,Tier 19,1.243e+25,repo_raw_table,enemy_damage_table.csv
5500,Tier 19,3.419e+25,repo_raw_table,enemy_damage_table.csv
6000,Tier 19,8.82e+25,repo_raw_table,enemy_damage_table.csv
6500,Tier 19,2.2472e+26,repo_raw_table,enemy_damage_table.csv
7000,Tier 19,5.7672e+26,repo_raw_table,enemy_damage_table.csv
7500,Tier 19,1.43e+27,repo_raw_table,enemy_damage_table.csv
8000,Tier 19,3.4200000000000005e+27,repo_raw_table,enemy_damage_table.csv
8500,Tier 19,8.460000000000001e+27,repo_raw_table,enemy_damage_table.csv
9000,Tier 19,2.02e+28,repo_raw_table,enemy_damage_table.csv
9500,Tier 19,4.657e+28,repo_raw_table,enemy_damage_table.csv
10000,Tier 19,1.0873e+29,repo_raw_table,enemy_damage_table.csv
10500,Tier 19,2.5039000000000002e+29,repo_raw_table,enemy_damage_table.csv
11000,Tier 19,5.903300000000001e+29,repo_raw_table,enemy_damage_table.csv
11500,Tier 19,1.31e+30,repo_raw_table,enemy_damage_table.csv
12000,Tier 19,3.05e+30,repo_raw_table,enemy_damage_table.csv
12500,Tier 19,6.58e+30,repo_raw_table,enemy_damage_table.csv
13000,Tier 19,1.5400000000000002e+31,repo_raw_table,enemy_damage_table.csv
13500,Tier 19,3.6559999999999997e+31,repo_raw_table,enemy_damage_table.csv
14500,Tier 19,1.7901e+32,repo_raw_table,enemy_damage_table.csv
15000,Tier 19,3.8445e+32,repo_raw_table,enemy_damage_table.csv
15500,Tier 19,8.5943e+32,repo_raw_table,enemy_damage_table.csv
16000,Tier 19,1.89e+33,repo_raw_table,enemy_damage_table.csv
16500,Tier 19,4.16e+33,repo_raw_table,enemy_damage_table.csv
17000,Tier 19,8.899999999999999e+33,repo_raw_table,enemy_damage_table.csv
17500,Tier 19,1.967e+34,repo_raw_table,enemy_damage_table.csv
18000,Tier 19,4.381e+34,repo_raw_table,enemy_damage_table.csv
18500,Tier 19,9.213e+34,repo_raw_table,enemy_damage_table.csv
19000,Tier 19,2.0229e+35,repo_raw_table,enemy_damage_table.csv
19500,Tier 19,4.3419e+35,repo_raw_table,enemy_damage_table.csv
20000,Tier 19,9.2149e+35,repo_raw_table,enemy_damage_table.csv
21000,Tier 19,4.5800000000000005e+36,repo_raw_table,enemy_damage_table.csv
22000,Tier 19,2.074e+37,repo_raw_table,enemy_damage_table.csv
23000,Tier 19,9.297e+37,repo_raw_table,enemy_damage_table.csv
24000,Tier 19,4.2259e+38,repo_raw_table,enemy_damage_table.csv
25000,Tier 19,1.87e+39,repo_raw_table,enemy_damage_table.csv
30000,Tier 19,3.42e+42,repo_raw_table,enemy_damage_table.csv
35000,Tier 19,5.5299999999999996e+45,repo_raw_table,enemy_damage_table.csv
40000,Tier 19,8.26e+48,repo_raw_table,enemy_damage_table.csv
45000,Tier 19,1.194e+52,repo_raw_table,enemy_damage_table.csv
50000,Tier 19,1.6350000000000002e+55,repo_raw_table,enemy_damage_table.csv
55000,Tier 19,2.291e+58,repo_raw_table,enemy_damage_table.csv
60000,Tier 19,2.8919999999999996e+61,repo_raw_table,enemy_damage_table.csv
65000,Tier 19,3.845000000000001e+64,repo_raw_table,enemy_damage_table.csv
70000,Tier 19,4.85e+67,repo_raw_table,enemy_damage_table.csv
75000,Tier 19,6.139e+70,repo_raw_table,enemy_damage_table.csv
80000,Tier 19,7.334000000000001e+73,repo_raw_table,enemy_damage_table.csv
85000,Tier 19,9.504e+76,repo_raw_table,enemy_damage_table.csv
90000,Tier 19,1.1211000000000001e+80,repo_raw_table,enemy_damage_table.csv
95000,Tier 19,1.2708e+83,repo_raw_table,enemy_damage_table.csv
100000,Tier 19,1.5228e+86,repo_raw_table,enemy_damage_table.csv
1,Tier 20,8.262e+16,repo_raw_table,enemy_damage_table.csv
10,Tier 20,3.7763e+17,repo_raw_table,enemy_damage_table.csv
20,Tier 20,1.19e+18,repo_raw_table,enemy_damage_table.csv
30,Tier 20,2.66e+18,repo_raw_table,enemy_damage_table.csv
40,Tier 20,4.87e+18,repo_raw_table,enemy_damage_table.csv
50,Tier 20,8.109999999999999e+18,repo_raw_table,enemy_damage_table.csv
60,Tier 20,1.229e+19,repo_raw_table,enemy_damage_table.csv
70,Tier 20,1.754e+19,repo_raw_table,enemy_damage_table.csv
80,Tier 20,2.443e+19,repo_raw_table,enemy_damage_table.csv
90,Tier 20,3.285e+19,repo_raw_table,enemy_damage_table.csv
100,Tier 20,4.404e+19,repo_raw_table,enemy_damage_table.csv
150,Tier 20,1.2991e+20,repo_raw_table,enemy_damage_table.csv
200,Tier 20,3.0244e+20,repo_raw_table,enemy_damage_table.csv
250,Tier 20,5.912100000000001e+20,repo_raw_table,enemy_damage_table.csv
300,Tier 20,1.04e+21,repo_raw_table,enemy_damage_table.csv
400,Tier 20,2.72e+21,repo_raw_table,enemy_damage_table.csv
500,Tier 20,5.79e+21,repo_raw_table,enemy_damage_table.csv
750,Tier 20,2.667e+22,repo_raw_table,enemy_damage_table.csv
1000,Tier 20,9.198e+22,repo_raw_table,enemy_damage_table.csv
1250,Tier 20,2.4858e+23,repo_raw_table,enemy_damage_table.csv
1500,Tier 20,6.0092e+23,repo_raw_table,enemy_damage_table.csv
2000,Tier 20,2.93e+24,repo_raw_table,enemy_damage_table.csv
2500,Tier 20,1.117e+25,repo_raw_table,enemy_damage_table.csv
3000,Tier 20,4.008e+25,repo_raw_table,enemy_damage_table.csv
3500,Tier 20,1.2667e+26,repo_raw_table,enemy_damage_table.csv
4500,Tier 20,1.12e+27,repo_raw_table,enemy_damage_table.csv
5000,Tier 20,2.9800000000000004e+27,repo_raw_table,enemy_damage_table.csv
5500,Tier 20,8.210000000000001e+27,repo_raw_table,enemy_damage_table.csv
6000,Tier 20,2.117e+28,repo_raw_table,enemy_damage_table.csv
6500,Tier 20,5.3930000000000005e+28,repo_raw_table,enemy_damage_table.csv
7000,Tier 20,1.3841000000000001e+29,repo_raw_table,enemy_damage_table.csv
7500,Tier 20,3.4258000000000004e+29,repo_raw_table,enemy_damage_table.csv
8000,Tier 20,8.207200000000001e+29,repo_raw_table,enemy_damage_table.csv
8500,Tier 20,2.03e+30,repo_raw_table,enemy_damage_table.csv
9000,Tier 20,4.85e+30,repo_raw_table,enemy_damage_table.csv
9500,Tier 20,1.118e+31,repo_raw_table,enemy_damage_table.csv
10000,Tier 20,2.6100000000000004e+31,repo_raw_table,enemy_damage_table.csv
10500,Tier 20,6.008999999999999e+31,repo_raw_table,enemy_damage_table.csv
11000,Tier 20,1.4168e+32,repo_raw_table,enemy_damage_table.csv
11500,Tier 20,3.1408e+32,repo_raw_table,enemy_damage_table.csv
12000,Tier 20,7.315700000000001e+32,repo_raw_table,enemy_damage_table.csv
12500,Tier 20,1.58e+33,repo_raw_table,enemy_damage_table.csv
13000,Tier 20,3.7000000000000004e+33,repo_raw_table,enemy_damage_table.csv
13500,Tier 20,8.769999999999999e+33,repo_raw_table,enemy_damage_table.csv
14500,Tier 20,4.296e+34,repo_raw_table,enemy_damage_table.csv
15000,Tier 20,9.227e+34,repo_raw_table,enemy_damage_table.csv
15500,Tier 20,2.0626e+35,repo_raw_table,enemy_damage_table.csv
16000,Tier 20,4.5333e+35,repo_raw_table,enemy_damage_table.csv
16500,Tier 20,9.9733e+35,repo_raw_table,enemy_damage_table.csv
17000,Tier 20,2.1400000000000003e+36,repo_raw_table,enemy_damage_table.csv
17500,Tier 20,4.72e+36,repo_raw_table,enemy_damage_table.csv
18000,Tier 20,1.0519999999999999e+37,repo_raw_table,enemy_damage_table.csv
18500,Tier 20,2.211e+37,repo_raw_table,enemy_damage_table.csv
19000,Tier 20,4.855e+37,repo_raw_table,enemy_damage_table.csv
19500,Tier 20,1.0421e+38,repo_raw_table,enemy_damage_table.csv
20000,Tier 20,2.2116e+38,repo_raw_table,enemy_damage_table.csv
21000,Tier 20,1.0999999999999999e+39,repo_raw_table,enemy_damage_table.csv
22000,Tier 20,4.9799999999999996e+39,repo_raw_table,enemy_damage_table.csv
23000,Tier 20,2.231e+40,repo_raw_table,enemy_damage_table.csv
24000,Tier 20,1.0142e+41,repo_raw_table,enemy_damage_table.csv
25000,Tier 20,4.4946e+41,repo_raw_table,enemy_damage_table.csv
30000,Tier 20,8.209e+44,repo_raw_table,enemy_damage_table.csv
35000,Tier 20,1.3300000000000002e+48,repo_raw_table,enemy_damage_table.csv
40000,Tier 20,1.98e+51,repo_raw_table,enemy_damage_table.csv
45000,Tier 20,2.8700000000000004e+54,repo_raw_table,enemy_damage_table.csv
50000,Tier 20,3.92e+57,repo_raw_table,enemy_damage_table.csv
55000,Tier 20,5.5e+60,repo_raw_table,enemy_damage_table.csv
60000,Tier 20,6.940000000000001e+63,repo_raw_table,enemy_damage_table.csv
65000,Tier 20,9.230000000000001e+66,repo_raw_table,enemy_damage_table.csv
70000,Tier 20,1.1639999999999999e+70,repo_raw_table,enemy_damage_table.csv
75000,Tier 20,1.4730000000000002e+73,repo_raw_table,enemy_damage_table.csv
80000,Tier 20,1.7599999999999998e+76,repo_raw_table,enemy_damage_table.csv
85000,Tier 20,2.2810000000000002e+79,repo_raw_table,enemy_damage_table.csv
90000,Tier 20,2.6909999999999997e+82,repo_raw_table,enemy_damage_table.csv
95000,Tier 20,3.0500000000000006e+85,repo_raw_table,enemy_damage_table.csv
100000,Tier 20,3.6549999999999995e+88,repo_raw_table,enemy_damage_table.csv
1,Tier 21,1.983e+19,repo_raw_table,enemy_damage_table.csv
10,Tier 21,9.063e+19,repo_raw_table,enemy_damage_table.csv
20,Tier 21,2.8502e+20,repo_raw_table,enemy_damage_table.csv
30,Tier 21,6.3932e+20,repo_raw_table,enemy_damage_table.csv
40,Tier 21,1.17e+21,repo_raw_table,enemy_damage_table.csv
50,Tier 21,1.95e+21,repo_raw_table,enemy_damage_table.csv
60,Tier 21,2.95e+21,repo_raw_table,enemy_damage_table.csv
