bot,attribute,level,value,cost,is_max,source_path,source_sha256,source_modified_utc,source_sheet
Amplify Bot,Range,6,37,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,7,39,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,8,41,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,9,43,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,10,45,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,11,47,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,12,49,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,13,51,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,14,53,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,15,55,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Amplify Bot,Range,16,55,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
