ledger_scope,source_family,wiki_track_name,source_item,wiki_page_title,wiki_page_url,state_field,max_level_field,activation_field,contributor_id,semantic_type,operation,target_stat,raw_or_derived,dependencies,unlock_notes,wiki_semantic_note,confidence,uncertainty_notes,source_ref
workshop_attack,workshop,Super Crit Chance,Super Crit Chance,Attack Upgrades,https://the-tower-idle-tower-defense.fandom.com/wiki/Attack_Upgrades,workshop__super_crit_chance__level,workshop__super_crit_chance__max_level,—,workshop__super_crit_chance__chance,chance,set_chance,super_crit_chance,raw,critical_chance,Unlocked in workshop for 100 Mil coins after Bounce Shot.,100 levels; +0.2% each level for maximum 20.00% from workshop.,strong,Page explicitly states chance only applies if critical hit chance succeeds.,Attack Upgrades lines 1288-1305
workshop_attack,workshop,Super Crit Mult,Super Crit Mult,Attack Upgrades,https://the-tower-idle-tower-defense.fandom.com/wiki/Attack_Upgrades,workshop__super_crit_mult__level,workshop__super_crit_mult__max_level,—,workshop__super_crit_multiplier__multiplier,multiplier,multiply,super_crit_multiplier,raw,critical_factor,Unlocked in workshop for 100 Mil coins after Bounce Shot.,120 levels; base multiplier 1.2; +0.1 per level for maximum 13.2.,strong,Resolved property renamed `super_crit_multiplier` for semantic clarity.,Attack Upgrades lines 1301-1305
workshop_defense,workshop,Thorn Damage,Thorn Damage,Thorn Damage,https://the-tower-idle-tower-defense.fandom.com/wiki/Thorn_Damage,workshop__thorn_damage__level,workshop__thorn_damage__max_level,—,workshop__thorn_damage_pct__pct,pct,set_pct,thorn_damage_pct,raw,—,Unlocked in Workshop for 500 coins after Defense % and Defense Absolute.,"99 workshop upgrades; +1% thorns each level to 99% max thorns, with bosses taking 49.5%.",strong,Resolved property uses explicit percent naming because the page expresses Thorn Damage as a percentage value.,Thorn Damage lines 305-309
workshop_defense,workshop,Wall Health,Wall Health,Wall,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall,workshop__wall_health__level,workshop__wall_health__max_level,—,workshop__wall_health__ratio,ratio,apply_ratio,wall_health,derived,health,Unlocked in Workshop for 500 million coins after Death Defy as part of the Wall unlock group.,"1800 upgrades; wall health is a percentage of tower health, starting at 20% and increasing by 0.1% per level to 200.00% tower health.",strong,Using `ratio` is required because the workshop track does not emit standalone HP; it emits a percent-of-health relationship.,Wall lines 308-316
workshop_defense,workshop,Wall Rebuild,Wall Rebuild,Wall,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall,workshop__wall_rebuild__level,workshop__wall_rebuild__max_level,—,workshop__wall_rebuild_seconds__duration_seconds,duration_seconds,set_duration_seconds,wall_rebuild_seconds,raw,—,Unlocked in Workshop for 500 million coins after Death Defy as part of the Wall unlock group.,300 upgrades; each level reduces rebuild time by 2 seconds to 600 seconds minimum from workshop. Wiki also states a hard cap of 150s.,strong,"Resolved property uses seconds explicitly because the page expresses Wall Rebuild as elapsed time, not a generic scalar.",Wall lines 314-316
perk,perk,x1.20 Max Health,Standard Perk / Max Health,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__max_health__selected_count,perk__max_health__max_count,—,perk__max_health__multiplier,multiplier,multiply,health,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; base effect x1.20 Max Health each pick; standard perk bonus scales multiplicative perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,x1.15 Damage,Standard Perk / Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__damage__selected_count,perk__damage__max_count,—,perk__damage__multiplier,multiplier,multiply,damage,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; base effect x1.15 Damage each pick; standard perk bonus scales multiplicative perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,x1.15 All Coin Bonuses,Standard Perk / All Coin Bonuses,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__all_coin_bonuses__selected_count,perk__all_coin_bonuses__max_count,—,perk__all_coin_bonuses__multiplier,multiplier,multiply,coin_bonus_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; base effect x1.15 All Coin Bonuses each pick; standard perk bonus scales multiplicative perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,x1.15 Defense Absolute,Standard Perk / Defense Absolute,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__defense_absolute__selected_count,perk__defense_absolute__max_count,—,perk__defense_absolute__multiplier,multiplier,multiply,defense_absolute,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; base effect x1.15 Defense Absolute each pick; standard perk bonus scales multiplicative perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,x1.15 Cash Bonus,Standard Perk / Cash Bonus,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__cash_bonus__selected_count,perk__cash_bonus__max_count,—,perk__cash_bonus__multiplier,multiplier,multiply,cash_bonus_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; base effect x1.15 Cash Bonus each pick; standard perk bonus scales multiplicative perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,x1.75 Health Regen,Standard Perk / Health Regen,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__health_regen__selected_count,perk__health_regen__max_count,—,perk__health_regen__multiplier,multiplier,multiply,health_regen,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; base effect x1.75 Health Regen each pick; standard perk bonus scales multiplicative perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Interest x1.50,Standard Perk / Interest,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__interest__selected_count,perk__interest__max_count,—,perk__interest__multiplier,multiplier,multiply,interest_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; base effect x1.50 Interest each pick; standard perk bonus scales multiplicative perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Land Mine Damage x3.50,Standard Perk / Land Mine Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__land_mine_damage__selected_count,perk__land_mine_damage__max_count,—,perk__land_mine_damage__multiplier,multiplier,multiply,land_mine_damage_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; base effect x3.50 Land Mine Damage each pick; standard perk bonus scales multiplicative perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Free Upgrade Chance for All +5.0%,Standard Perk / Free Upgrade Chance for All / Attack,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__free_upgrade_chance__selected_count,perk__free_upgrade_chance__max_count,—,perk__free_attack_upgrade__chance_bonus,chance_bonus,add_chance,free_attack_upgrade_chance,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; adds +5.0% Free Upgrade Chance for All each pick; standard perk bonus scales additive perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Free Upgrade Chance for All +5.0%,Standard Perk / Free Upgrade Chance for All / Defense,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__free_upgrade_chance__selected_count,perk__free_upgrade_chance__max_count,—,perk__free_defense_upgrade__chance_bonus,chance_bonus,add_chance,free_defense_upgrade_chance,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; adds +5.0% Free Upgrade Chance for All each pick; standard perk bonus scales additive perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Free Upgrade Chance for All +5.0%,Standard Perk / Free Upgrade Chance for All / Utility,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__free_upgrade_chance__selected_count,perk__free_upgrade_chance__max_count,—,perk__free_utility_upgrade__chance_bonus,chance_bonus,add_chance,free_utility_upgrade_chance,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; adds +5.0% Free Upgrade Chance for All each pick; standard perk bonus scales additive perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Defense Percent +4.00,Standard Perk / Defense Percent,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__defense_percent__selected_count,perk__defense_percent__max_count,—,perk__defense_percent__pct_bonus,pct_bonus,add_pct,defense_pct,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 5; adds +4.00 Defense Percent each pick; standard perk bonus scales additive perks.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Bounce Shot +2,Standard Perk / Bounce Shot,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__bounce_shot__selected_count,perk__bounce_shot__max_count,—,perk__bounce_shot_targets__count_bonus,count_bonus,add_count,bounce_shot_targets,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 3; adds +2 Bounce Shot. Perk is unavailable if Bounce Shot workshop is not unlocked.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Perk Wave Requirement -20.00%,Standard Perk / Perk Wave Requirement,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__perk_wave_requirement__selected_count,perk__perk_wave_requirement__max_count,—,perk__perk_wave_requirement__pct_bonus,pct_bonus,add_pct,perk_wave_requirement_pct_reduction,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 3; additive perk with base -20.00% each pick used in the waves-required formula.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Orbs +1,Standard Perk / Orbs,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__orbs__selected_count,perk__orbs__max_count,—,perk__orbs__count_bonus,count_bonus,add_count,orbs,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 2; adds +1 Orbs each pick.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,Unlock a Random Ultimate Weapon,Standard Perk / Random Ultimate Weapon,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__random_ultimate_weapon__selected_count,perk__random_ultimate_weapon__max_count,—,perk__random_ultimate_weapon__enabled,enabled,set_enabled,random_ultimate_weapon_unlock_enabled,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 1; grants a semi-upgraded random unowned ultimate weapon for the run.,strong,"When active, this can also enable matching UW perks for that run.",Perks lines 345-366
perk,perk,Increase Max Game Speed by +1.00,Standard Perk / Max Game Speed,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__max_game_speed__selected_count,perk__max_game_speed__max_count,—,perk__max_game_speed__scalar_bonus,scalar_bonus,add_scalar,max_game_speed,raw,—,Perks are earned in a round after the Unlock Perks lab; standard perks can be selected multiple times up to their listed quantity.,Standard perk quantity 1; increases max game speed by +1.00. With max Standard Perk Bonus it becomes +1.25 and max game speed displays as 6.3.,strong,Standard perk bonus formula applies; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Standard_Perk_Bonus and Perks lines 332-365.,Perks lines 345-366
perk,perk,4 More Smart Missiles,UW Perk / 4 More Smart Missiles,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__smart_missiles_more__selected_count,perk__smart_missiles_more__max_count,—,perk__smart_missiles_quantity__count_bonus,count_bonus,add_count,smart_missiles_quantity,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; adds 4 more Smart Missiles.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,Swamp Radius x1.5,UW Perk / Swamp Radius,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__swamp_radius__selected_count,perk__swamp_radius__max_count,—,perk__poison_swamp_radius__multiplier,multiplier,multiply,poison_swamp_radius,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; multiplies Swamp Radius by x1.5.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,+1 Wave on Death Wave,UW Perk / Death Wave Quantity,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__death_wave_quantity__selected_count,perk__death_wave_quantity__max_count,—,perk__death_wave_effect_wave_quantity__count_bonus,count_bonus,add_count,death_wave_effect_wave_quantity,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; adds +1 Wave on Death Wave.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,Extra Set of Inner Mines,UW Perk / Extra Set of Inner Mines,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__inner_mines_extra_set__selected_count,perk__inner_mines_extra_set__max_count,—,perk__inner_land_mines_quantity__count_bonus,count_bonus,add_count,inner_land_mines_quantity,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; adds an extra set of Inner Mines.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,Golden Tower Bonus x1.5,UW Perk / Golden Tower Bonus,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__golden_tower_bonus__selected_count,perk__golden_tower_bonus__max_count,—,perk__golden_tower_bonus__multiplier,multiplier,multiply,golden_tower_bonus_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; multiplies Golden Tower Bonus by x1.5. Does not apply to the GT bonus submodule effect.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,Chain Lightning Damage x2,UW Perk / Chain Lightning Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__chain_lightning_damage__selected_count,perk__chain_lightning_damage__max_count,—,perk__chain_lightning_damage__multiplier,multiplier,multiply,chain_lightning_damage_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; multiplies Chain Lightning Damage by x2.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,Chrono Field Duration +5s,UW Perk / Chrono Field Duration,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__chrono_field_duration__selected_count,perk__chrono_field_duration__max_count,—,perk__chrono_field_duration__duration_seconds_bonus,duration_seconds_bonus,add_duration_seconds,chrono_field_duration_seconds,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; adds +5s Chrono Field Duration.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,Black Hole Duration +12.0s,UW Perk / Black Hole Duration,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__black_hole_duration__selected_count,perk__black_hole_duration__max_count,—,perk__black_hole_duration__duration_seconds_bonus,duration_seconds_bonus,add_duration_seconds,black_hole_duration_seconds,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; adds +12.0s Black Hole Duration.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,Spotlight Damage Bonus x1.5,UW Perk / Spotlight Damage Bonus,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__spotlight_damage_bonus__selected_count,perk__spotlight_damage_bonus__max_count,—,perk__spotlight_bonus__multiplier,multiplier,multiply,spotlight_bonus_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; UW perks only appear when the affected ultimate weapon is unlocked for that run.,Ultimate weapon perk quantity 1; multiplies Spotlight Damage Bonus by x1.5.,strong,Affected ultimate weapon must be unlocked for the run.,Perks lines 367-381
perk,perk,"x1.50 Tower Damage, but Bosses Have 8x Health",Trade-Off / Tower Damage vs Boss Health,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_damage_boss_health__selected_count,perk__tradeoff_damage_boss_health__max_count,—,perk__tower_damage_tradeoff__multiplier,multiplier,multiply,damage,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; benefit side gives x1.50 Tower Damage.,strong,Benefit side is improved by Improve Trade-Off Perks; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Improve_Trade-Off_Perks and Perks lines 457-479.,Perks lines 457-479
perk,perk,"x1.50 Tower Damage, but Bosses Have 8x Health",Trade-Off / Tower Damage vs Boss Health,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_damage_boss_health__selected_count,perk__tradeoff_damage_boss_health__max_count,—,perk__boss_health_tradeoff__multiplier,multiplier,multiply,boss_health_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; drawback side makes Bosses have 8x Health.,strong,—,Perks lines 457-479
perk,perk,"x1.80 coins, but Tower Max Health -70%",Trade-Off / Coins vs Tower Max Health,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_coins_health__selected_count,perk__tradeoff_coins_health__max_count,—,perk__coin_bonus_tradeoff__multiplier,multiplier,multiply,coin_bonus_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; benefit side gives x1.80 coins.,strong,Benefit side is improved by Improve Trade-Off Perks; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Improve_Trade-Off_Perks and Perks lines 457-479.,Perks lines 457-479
perk,perk,"x1.80 coins, but Tower Max Health -70%",Trade-Off / Coins vs Tower Max Health,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_coins_health__selected_count,perk__tradeoff_coins_health__max_count,—,perk__tower_health_tradeoff__multiplier,multiplier,multiply,health,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; drawback side reduces Tower Max Health by 70%.,strong,—,Perks lines 457-479
perk,perk,"Enemies Have -50% Health, but Tower Health Regen and Lifesteal -90%",Trade-Off / Enemy Health vs Regen and Lifesteal,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_enemy_health_regen_lifesteal__selected_count,perk__tradeoff_enemy_health_regen_lifesteal__max_count,—,perk__enemy_health_tradeoff__multiplier,multiplier,multiply,enemy_health_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; benefit side gives Enemies -50% Health.,strong,Benefit side is improved by Improve Trade-Off Perks; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Improve_Trade-Off_Perks and Perks lines 457-479.,Perks lines 457-479
perk,perk,"Enemies Have -50% Health, but Tower Health Regen and Lifesteal -90%",Trade-Off / Enemy Health vs Regen and Lifesteal,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_enemy_health_regen_lifesteal__selected_count,perk__tradeoff_enemy_health_regen_lifesteal__max_count,—,perk__tower_health_regen_tradeoff__multiplier,multiplier,multiply,health_regen,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; drawback side reduces Tower Health Regen by 90%.,strong,—,Perks lines 457-479
perk,perk,"Enemies Have -50% Health, but Tower Health Regen and Lifesteal -90%",Trade-Off / Enemy Health vs Regen and Lifesteal,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_enemy_health_regen_lifesteal__selected_count,perk__tradeoff_enemy_health_regen_lifesteal__max_count,—,perk__lifesteal_tradeoff__multiplier,multiplier,multiply,lifesteal_pct,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; drawback side reduces Lifesteal by 90%.,strong,—,Perks lines 457-479
perk,perk,"Enemies Damage -50%, but Tower Damage -50%",Trade-Off / Enemy Damage vs Tower Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_enemy_damage_tower_damage__selected_count,perk__tradeoff_enemy_damage_tower_damage__max_count,—,perk__enemy_damage_tradeoff__multiplier,multiplier,multiply,enemy_damage_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; benefit side gives Enemies Damage -50%.,strong,Benefit side is improved by Improve Trade-Off Perks; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Improve_Trade-Off_Perks and Perks lines 457-479.,Perks lines 457-479
perk,perk,"Enemies Damage -50%, but Tower Damage -50%",Trade-Off / Enemy Damage vs Tower Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_enemy_damage_tower_damage__selected_count,perk__tradeoff_enemy_damage_tower_damage__max_count,—,perk__tower_damage_negative_tradeoff__multiplier,multiplier,multiply,damage,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; drawback side reduces Tower Damage by 50%.,strong,—,Perks lines 457-479
perk,perk,"Ranged Enemies Attack Distance Reduced, But Tower Ranged Enemies Damage x3",Trade-Off / Ranged Distance vs Ranged Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_ranged_distance_damage__selected_count,perk__tradeoff_ranged_distance_damage__max_count,—,perk__ranged_enemy_attack_distance_tradeoff__multiplier,multiplier,multiply,enemy_ranged_attack_distance_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; benefit side reduces ranged enemy attack distance. This benefit is not improved by Improve Trade-Off Perks.,strong,—,Perks lines 457-479
perk,perk,"Ranged Enemies Attack Distance Reduced, But Tower Ranged Enemies Damage x3",Trade-Off / Ranged Distance vs Ranged Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_ranged_distance_damage__selected_count,perk__tradeoff_ranged_distance_damage__max_count,—,perk__tower_ranged_enemy_damage_tradeoff__multiplier,multiplier,multiply,ranged_enemy_damage_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; drawback side makes tower ranged enemies damage x3.,strong,—,Perks lines 457-479
perk,perk,"Enemies Speed -40%, But Enemies Damage x2.5",Trade-Off / Enemy Speed vs Enemy Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_enemy_speed_damage__selected_count,perk__tradeoff_enemy_speed_damage__max_count,—,perk__enemy_speed_tradeoff__multiplier,multiplier,multiply,enemy_speed_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; benefit side gives Enemies Speed -40%.,strong,Benefit side is improved by Improve Trade-Off Perks; see https://the-tower-idle-tower-defense.fandom.com/wiki/Perk_Labs/Improve_Trade-Off_Perks and Perks lines 457-479.,Perks lines 457-479
perk,perk,"Enemies Speed -40%, But Enemies Damage x2.5",Trade-Off / Enemy Speed vs Enemy Damage,Perks,https://the-tower-idle-tower-defense.fandom.com/wiki/Perks,perk__tradeoff_enemy_speed_damage__selected_count,perk__tradeoff_enemy_speed_damage__max_count,—,perk__enemy_damage_positive_tradeoff__multiplier,multiplier,multiply,enemy_damage_multiplier,raw,—,Perks are earned in a round after the Unlock Perks lab; trade-off perks have quantity 1 and Improve Trade-Off Perks increases the benefit side except for the ranged enemy distance trade-off.,Trade-off perk quantity 1; drawback side makes Enemies Damage x2.5.,strong,—,Perks lines 457-479
