bc_id,league,wave,magnitude
orb_resistance,silver,800,0.03
plasma_cannon_resistance,silver,800,0.2
protector_ultimate,silver,800,270
ranged_ultimate_tower_disable_time,silver,800,0.9
tank_ultimate,silver,800,255
thorns_resistance,silver,800,0.2
ultimate_weapons_duration,silver,800,-8
enemy_level_skip,silver,800,-0.3
armored_enemies,gold,800,90
basic_ultimate_fast,gold,800,0.09
basic_ultimate_tank,gold,800,0.09
basic_ultimate_range,gold,800,0.05
basic_ultimate_boss,gold,800,0.01
basic_ultimate_protector,gold,800,0.01
boss_ultimate,gold,800,0.85
death_defy_down,gold,800,-0.26
death_ray_resistance,gold,800,0.04
enemy_attack_speed,gold,800,4.25
energy_shields_down,gold,800,0.9
enemy_speed,gold,800,1.92
fast_ultimate,gold,800,9
more_bosses,gold,800,6
more_enemies,gold,800,0.85
knockback_resistance,gold,800,0.2
orb_resistance,gold,800,0.03
plasma_cannon_resistance,gold,800,0.2
protector_ultimate,gold,800,270
ranged_ultimate_tower_disable_time,gold,800,0.9
tank_ultimate,gold,800,255
thorns_resistance,gold,800,0.2
ultimate_weapons_duration,gold,800,-8
enemy_level_skip,gold,800,-0.3
armored_enemies,platinum,800,90
basic_ultimate_fast,platinum,800,0.09
basic_ultimate_tank,platinum,800,0.09
basic_ultimate_range,platinum,800,0.05
basic_ultimate_boss,platinum,800,0.01
basic_ultimate_protector,platinum,800,0.01
boss_ultimate,platinum,800,0.85
death_defy_down,platinum,800,-0.26
death_ray_resistance,platinum,800,0.04
enemy_attack_speed,platinum,800,4.25
energy_shields_down,platinum,800,0.9
enemy_speed,platinum,800,1.92
fast_ultimate,platinum,800,9
more_bosses,platinum,800,6
more_enemies,platinum,800,0.85
knockback_resistance,platinum,800,0.2
orb_resistance,platinum,800,0.03
plasma_cannon_resistance,platinum,800,0.2
protector_ultimate,platinum,800,270
ranged_ultimate_tower_disable_time,platinum,800,0.9
tank_ultimate,platinum,800,255
thorns_resistance,platinum,800,0.2
ultimate_weapons_duration,platinum,800,-8
enemy_level_skip,platinum,800,-0.3
armored_enemies,champion,800,90
basic_ultimate_fast,champion,800,0.09
basic_ultimate_tank,champion,800,0.09
basic_ultimate_range,champion,800,0.05
basic_ultimate_boss,champion,800,0.01
basic_ultimate_protector,champion,800,0.01
boss_ultimate,champion,800,0.85
death_defy_down,champion,800,-0.26
death_ray_resistance,champion,800,0.04
enemy_attack_speed,champion,800,4.25
energy_shields_down,champion,800,0.9
enemy_speed,champion,800,1.92
fast_ultimate,champion,800,9
more_bosses,champion,800,6
more_enemies,champion,800,0.85
knockback_resistance,champion,800,0.2
orb_resistance,champion,800,0.03
plasma_cannon_resistance,champion,800,0.2
protector_ultimate,champion,800,270
ranged_ultimate_tower_disable_time,champion,800,0.9
tank_ultimate,champion,800,255
thorns_resistance,champion,800,0.2
ultimate_weapons_duration,champion,800,-8
enemy_level_skip,champion,800,-0.3
armored_enemies,legend,800,90
basic_ultimate_fast,legend,800,0.09
basic_ultimate_tank,legend,800,0.09
basic_ultimate_range,legend,800,0.05
basic_ultimate_boss,legend,800,0.01
basic_ultimate_protector,legend,800,0.01
boss_ultimate,legend,800,0.85
death_defy_down,legend,800,-0.26
death_ray_resistance,legend,800,0.04
enemy_attack_speed,legend,800,4.25
energy_shields_down,legend,800,0.9
enemy_speed,legend,800,1.92
fast_ultimate,legend,800,9
more_bosses,legend,800,6
more_enemies,legend,800,0.85
knockback_resistance,legend,800,0.2
orb_resistance,legend,800,0.03
plasma_cannon_resistance,legend,800,0.2
protector_ultimate,legend,800,270
ranged_ultimate_tower_disable_time,legend,800,0.9
tank_ultimate,legend,800,255
thorns_resistance,legend,800,0.2
ultimate_weapons_duration,legend,800,-8
enemy_level_skip,legend,800,-0.3
armored_enemies,copper,900,95
basic_ultimate_fast,copper,900,0.09
basic_ultimate_tank,copper,900,0.09
basic_ultimate_range,copper,900,0.05
basic_ultimate_boss,copper,900,0.01
basic_ultimate_protector,copper,900,0.01
boss_ultimate,copper,900,0.9
death_defy_down,copper,900,-0.28
death_ray_resistance,copper,900,0.02
enemy_attack_speed,copper,900,4.5
energy_shields_down,copper,900,0.95
enemy_speed,copper,900,1.96
fast_ultimate,copper,900,9
more_bosses,copper,900,6
more_enemies,copper,900,0.9
knockback_resistance,copper,900,0.15
orb_resistance,copper,900,0.02
plasma_cannon_resistance,copper,900,0.15
protector_ultimate,copper,900,285
ranged_ultimate_tower_disable_time,copper,900,0.9
tank_ultimate,copper,900,270
thorns_resistance,copper,900,0.15
ultimate_weapons_duration,copper,900,-9
enemy_level_skip,copper,900,-0.33
armored_enemies,silver,900,95
basic_ultimate_fast,silver,900,0.09
basic_ultimate_tank,silver,900,0.09
basic_ultimate_range,silver,900,0.05
basic_ultimate_boss,silver,900,0.01
basic_ultimate_protector,silver,900,0.01
boss_ultimate,silver,900,0.9
death_defy_down,silver,900,-0.28
death_ray_resistance,silver,900,0.02
enemy_attack_speed,silver,900,4.5
energy_shields_down,silver,900,0.95
enemy_speed,silver,900,1.96
fast_ultimate,silver,900,9
more_bosses,silver,900,6
more_enemies,silver,900,0.9
knockback_resistance,silver,900,0.15
orb_resistance,silver,900,0.02
plasma_cannon_resistance,silver,900,0.15
protector_ultimate,silver,900,285
ranged_ultimate_tower_disable_time,silver,900,0.9
tank_ultimate,silver,900,270
thorns_resistance,silver,900,0.15
ultimate_weapons_duration,silver,900,-9
enemy_level_skip,silver,900,-0.33
armored_enemies,gold,900,95
basic_ultimate_fast,gold,900,0.09
basic_ultimate_tank,gold,900,0.09
basic_ultimate_range,gold,900,0.05
basic_ultimate_boss,gold,900,0.01
basic_ultimate_protector,gold,900,0.01
boss_ultimate,gold,900,0.9
death_defy_down,gold,900,-0.28
death_ray_resistance,gold,900,0.02
enemy_attack_speed,gold,900,4.5
energy_shields_down,gold,900,0.95
enemy_speed,gold,900,1.96
fast_ultimate,gold,900,9
more_bosses,gold,900,6
more_enemies,gold,900,0.9
knockback_resistance,gold,900,0.15
orb_resistance,gold,900,0.02
plasma_cannon_resistance,gold,900,0.15
protector_ultimate,gold,900,285
ranged_ultimate_tower_disable_time,gold,900,0.9
tank_ultimate,gold,900,270
thorns_resistance,gold,900,0.15
ultimate_weapons_duration,gold,900,-9
enemy_level_skip,gold,900,-0.33
armored_enemies,platinum,900,95
basic_ultimate_fast,platinum,900,0.09
basic_ultimate_tank,platinum,900,0.09
basic_ultimate_range,platinum,900,0.05
basic_ultimate_boss,platinum,900,0.01
basic_ultimate_protector,platinum,900,0.01
boss_ultimate,platinum,900,0.9
death_defy_down,platinum,900,-0.28
death_ray_resistance,platinum,900,0.02
enemy_attack_speed,platinum,900,4.5
energy_shields_down,platinum,900,0.95
enemy_speed,platinum,900,1.96
fast_ultimate,platinum,900,9
more_bosses,platinum,900,6
more_enemies,platinum,900,0.9
knockback_resistance,platinum,900,0.15
orb_resistance,platinum,900,0.02
plasma_cannon_resistance,platinum,900,0.15
protector_ultimate,platinum,900,285
ranged_ultimate_tower_disable_time,platinum,900,0.9
tank_ultimate,platinum,900,270
thorns_resistance,platinum,900,0.15
ultimate_weapons_duration,platinum,900,-9
enemy_level_skip,platinum,900,-0.33
armored_enemies,champion,900,95
basic_ultimate_fast,champion,900,0.09
basic_ultimate_tank,champion,900,0.09
basic_ultimate_range,champion,900,0.05
basic_ultimate_boss,champion,900,0.01
basic_ultimate_protector,champion,900,0.01
boss_ultimate,champion,900,0.9
death_defy_down,champion,900,-0.28
death_ray_resistance,champion,900,0.02
enemy_attack_speed,champion,900,4.5
energy_shields_down,champion,900,0.95
enemy_speed,champion,900,1.96
fast_ultimate,champion,900,9
more_bosses,champion,900,6
more_enemies,champion,900,0.9
knockback_resistance,champion,900,0.15
orb_resistance,champion,900,0.02
plasma_cannon_resistance,champion,900,0.15
protector_ultimate,champion,900,285
ranged_ultimate_tower_disable_time,champion,900,0.9
tank_ultimate,champion,900,270
thorns_resistance,champion,900,0.15
ultimate_weapons_duration,champion,900,-9
enemy_level_skip,champion,900,-0.33
armored_enemies,legend,900,95
basic_ultimate_fast,legend,900,0.09
basic_ultimate_tank,legend,900,0.09
basic_ultimate_range,legend,900,0.05
basic_ultimate_boss,legend,900,0.01
basic_ultimate_protector,legend,900,0.01
boss_ultimate,legend,900,0.9
death_defy_down,legend,900,-0.28
death_ray_resistance,legend,900,0.02
enemy_attack_speed,legend,900,4.5
energy_shields_down,legend,900,0.95
enemy_speed,legend,900,1.96
fast_ultimate,legend,900,9
more_bosses,legend,900,6
more_enemies,legend,900,0.9
knockback_resistance,legend,900,0.15
orb_resistance,legend,900,0.02
plasma_cannon_resistance,legend,900,0.15
protector_ultimate,legend,900,285
ranged_ultimate_tower_disable_time,legend,900,0.9
tank_ultimate,legend,900,270
thorns_resistance,legend,900,0.15
ultimate_weapons_duration,legend,900,-9
enemy_level_skip,legend,900,-0.33
armored_enemies,copper,1000,100
basic_ultimate_fast,copper,1000,0.1
basic_ultimate_tank,copper,1000,0.1
basic_ultimate_range,copper,1000,0.05
basic_ultimate_boss,copper,1000,0.01
basic_ultimate_protector,copper,1000,0.01
boss_ultimate,copper,1000,1
death_defy_down,copper,1000,-0.3
death_ray_resistance,copper,1000,0.01
enemy_attack_speed,copper,1000,5
energy_shields_down,copper,1000,1
enemy_speed,copper,1000,1.98
fast_ultimate,copper,1000,10
more_bosses,copper,1000,6
more_enemies,copper,1000,1
knockback_resistance,copper,1000,0.05
orb_resistance,copper,1000,0.01
plasma_cannon_resistance,copper,1000,0.05
protector_ultimate,copper,1000,300
ranged_ultimate_tower_disable_time,copper,1000,1
tank_ultimate,copper,1000,300
thorns_resistance,copper,1000,0.05
ultimate_weapons_duration,copper,1000,-10
enemy_level_skip,copper,1000,-0.3333
armored_enemies,silver,1000,100
basic_ultimate_fast,silver,1000,0.1
basic_ultimate_tank,silver,1000,0.1
basic_ultimate_range,silver,1000,0.05
basic_ultimate_boss,silver,1000,0.01
basic_ultimate_protector,silver,1000,0.01
boss_ultimate,silver,1000,1
death_defy_down,silver,1000,-0.3
death_ray_resistance,silver,1000,0.01
enemy_attack_speed,silver,1000,5
energy_shields_down,silver,1000,1
enemy_speed,silver,1000,1.98
fast_ultimate,silver,1000,10
more_bosses,silver,1000,6
more_enemies,silver,1000,1
knockback_resistance,silver,1000,0.05
orb_resistance,silver,1000,0.01
plasma_cannon_resistance,silver,1000,0.05
protector_ultimate,silver,1000,300
ranged_ultimate_tower_disable_time,silver,1000,1
tank_ultimate,silver,1000,300
thorns_resistance,silver,1000,0.05
ultimate_weapons_duration,silver,1000,-10
enemy_level_skip,silver,1000,-0.3333
armored_enemies,gold,1000,100
basic_ultimate_fast,gold,1000,0.1
basic_ultimate_tank,gold,1000,0.1
basic_ultimate_range,gold,1000,0.05
basic_ultimate_boss,gold,1000,0.01
basic_ultimate_protector,gold,1000,0.01
boss_ultimate,gold,1000,1
death_defy_down,gold,1000,-0.3
death_ray_resistance,gold,1000,0.01
enemy_attack_speed,gold,1000,5
energy_shields_down,gold,1000,1
enemy_speed,gold,1000,1.98
fast_ultimate,gold,1000,10
more_bosses,gold,1000,6
more_enemies,gold,1000,1
knockback_resistance,gold,1000,0.05
orb_resistance,gold,1000,0.01
plasma_cannon_resistance,gold,1000,0.05
protector_ultimate,gold,1000,300
ranged_ultimate_tower_disable_time,gold,1000,1
tank_ultimate,gold,1000,300
thorns_resistance,gold,1000,0.05
ultimate_weapons_duration,gold,1000,-10
enemy_level_skip,gold,1000,-0.3333
armored_enemies,platinum,1000,100
basic_ultimate_fast,platinum,1000,0.1
basic_ultimate_tank,platinum,1000,0.1
basic_ultimate_range,platinum,1000,0.05
basic_ultimate_boss,platinum,1000,0.01
basic_ultimate_protector,platinum,1000,0.01
boss_ultimate,platinum,1000,1
death_defy_down,platinum,1000,-0.3
death_ray_resistance,platinum,1000,0.01
enemy_attack_speed,platinum,1000,5
energy_shields_down,platinum,1000,1
enemy_speed,platinum,1000,1.98
fast_ultimate,platinum,1000,10
more_bosses,platinum,1000,6
more_enemies,platinum,1000,1
knockback_resistance,platinum,1000,0.05
orb_resistance,platinum,1000,0.01
plasma_cannon_resistance,platinum,1000,0.05
protector_ultimate,platinum,1000,300
ranged_ultimate_tower_disable_time,platinum,1000,1
tank_ultimate,platinum,1000,300
thorns_resistance,platinum,1000,0.05
ultimate_weapons_duration,platinum,1000,-10
enemy_level_skip,platinum,1000,-0.3333
armored_enemies,champion,1000,100
basic_ultimate_fast,champion,1000,0.1
basic_ultimate_tank,champion,1000,0.1
basic_ultimate_range,champion,1000,0.05
basic_ultimate_boss,champion,1000,0.01
basic_ultimate_protector,champion,1000,0.01
boss_ultimate,champion,1000,1
death_defy_down,champion,1000,-0.3
death_ray_resistance,champion,1000,0.01
enemy_attack_speed,champion,1000,5
energy_shields_down,champion,1000,1
enemy_speed,champion,1000,1.98
fast_ultimate,champion,1000,10
more_bosses,champion,1000,6
more_enemies,champion,1000,1
knockback_resistance,champion,1000,0.05
orb_resistance,champion,1000,0.01
plasma_cannon_resistance,champion,1000,0.05
protector_ultimate,champion,1000,300
ranged_ultimate_tower_disable_time,champion,1000,1
tank_ultimate,champion,1000,300
thorns_resistance,champion,1000,0.05
ultimate_weapons_duration,champion,1000,-10
enemy_level_skip,champion,1000,-0.3333
armored_enemies,legend,1000,100
basic_ultimate_fast,legend,1000,0.1
basic_ultimate_tank,legend,1000,0.1
basic_ultimate_range,legend,1000,0.05
basic_ultimate_boss,legend,1000,0.01
basic_ultimate_protector,legend,1000,0.01
boss_ultimate,legend,1000,1
death_defy_down,legend,1000,-0.3
death_ray_resistance,legend,1000,0.01
enemy_attack_speed,legend,1000,5
energy_shields_down,legend,1000,1
enemy_speed,legend,1000,1.98
fast_ultimate,legend,1000,10
more_bosses,legend,1000,6
more_enemies,legend,1000,1
knockback_resistance,legend,1000,0.05
orb_resistance,legend,1000,0.01
plasma_cannon_resistance,legend,1000,0.05
protector_ultimate,legend,1000,300
ranged_ultimate_tower_disable_time,legend,1000,1
tank_ultimate,legend,1000,300
thorns_resistance,legend,1000,0.05
ultimate_weapons_duration,legend,1000,-10
enemy_level_skip,legend,1000,-0.3333
